label,1x,1y,2x,2y,3x,3y,4x,4y,5x,5y,6x,6y,7x,7y,8x,8y,9x,9y,10x,10y,11x,11y,12x,12y,13x,13y,14x,14y,15x,15y,16x,16y
5,0,0,0.4953125,0.475,0.459375,0.43125,0.45625,0.404166667,0.4125,0.408333333,0.3828125,0.375,0.35625,0.41875,0.340625,0.4625,0.35,0.495833333,0.3625,0.539583333,0.334375,0.564583333,0.3375,0.625,0.4078125,0.633333333,0.3828125,0.585416667,0.36875,0.51875,0.3765625,0.54375
5,0,0,0.5203125,0.472916667,0.49375,0.433333333,0.446875,0.370833333,0.3765625,0.410416667,0.334375,0.366666667,0.3,0.425,0.2796875,0.475,0.2921875,0.5375,0.3171875,0.595833333,0.3,0.610416667,0.3125,0.660416667,0.4046875,0.670833333,0.378125,0.620833333,0.3828125,0.489583333,0.3953125,0.504166667
5,0,0,0.53125,0.460416667,0.5078125,0.420833333,0.4328125,0.358333333,0.3421875,0.414583333,0.2984375,0.36875,0.259375,0.435416667,0.240625,0.485416667,0.2578125,0.55625,0.2890625,0.622916667,0.2765625,0.629166667,0.29375,0.68125,0.3953125,0.697916667,0.3734375,0.65,0.3953125,0.472916667,0.403125,0.4875
5,0,0,0.5390625,0.445833333,0.5140625,0.4,0.4234375,0.360416667,0.3203125,0.422916667,0.26875,0.375,0.228125,0.447916667,0.2078125,0.497916667,0.2265625,0.572916667,0.2578125,0.641666667,0.25,0.641666667,0.2734375,0.69375,0.384375,0.71875,0.365625,0.672916667,0.4046875,0.458333333,0.40625,0.479166667
5,0,0,-0.0125,0.0166666667,0.003125,0.0229166667,-0.0078125,-0.0229166667,0.0078125,-0.0291666667,0.00625,-0.0333333333,-0.003125,-0.0354166667,-0.0046875,-0.05,-0.390625,-0.458333333,0.0171875,-0.00833333333,0.03125,0.0333333333,0.040625,0.075,0.040625,0.0833333333,0.0203125,0.102083333,-0.003125,0.116666667,-0.003125,0.102083333
5,-0.015625,0.0541666667,0.0078125,-0.0291666667,0.0109375,-0.04375,0.003125,-0.0854166667,0.00625,-0.1,-0.0046875,-0.0895833333,-0.0140625,-0.102083333,-0.003125,-0.0979166667,-0.390625,-0.458333333,-0.009375,-0.0875,0.0015625,-0.0416666667,0.0109375,-0.00416666667,0.0171875,0.01875,0.0046875,0.0520833333,-0.0109375,0.0541666667,-0.009375,0.05625
5,0.0078125,0.122916667,0.04375,-0.0645833333,0.0421875,-0.0979166667,0.03125,-0.135416667,0.0171875,-0.1625,0.0078125,-0.1625,-0.021875,-0.152083333,0,-0.152083333,-0.390625,-0.458333333,-0.0546875,-0.135416667,-0.0484375,-0.0916666667,-0.0421875,-0.05625,-0.028125,-0.025,-0.0171875,0.0104166667,-0.015625,0.0145833333,-0.0109375,0.0166666667
5,0.0453125,0.164583333,0.08125,-0.0854166667,0.075,-0.127083333,0.0578125,-0.16875,0.0296875,-0.2125,0.021875,-0.214583333,-0.0390625,-0.170833333,-0.0125,-0.185416667,-0.390625,-0.458333333,-0.096875,-0.154166667,-0.0953125,-0.108333333,-0.0921875,-0.0645833333,-0.071875,-0.0354166667,-0.04375,-0.00833333333,-0.028125,0.00833333333,-0.0171875,0.00416666667
5,0.06875,0.197916667,0.10625,-0.10625,0.103125,-0.147916667,0.0796875,-0.202083333,0.040625,-0.25625,0.0328125,-0.252083333,-0.0671875,-0.170833333,-0.040625,-0.195833333,-0.390625,-0.458333333,-0.1203125,-0.19375,-0.1296875,-0.141666667,-0.125,-0.0916666667,-0.1046875,-0.0458333333,-0.0671875,-0.00833333333,-0.034375,0.025,-0.0109375,0.0104166667
5,0.05,0.114583333,0.1046875,-0.00625,0.1140625,-0.0729166667,0.1078125,-0.11875,0.0859375,-0.1375,0.0796875,-0.160416667,0.0578125,-0.1875,0.053125,-0.18125,-0.390625,-0.458333333,-0.0984375,-0.139583333,-0.0921875,-0.0729166667,-0.053125,-0.0104166667,-0.0265625,0.025,0,0.05625,0.028125,0.0708333333,0.0453125,0.0520833333
5,0.0984375,0.145833333,0.159375,0,0.1640625,-0.0791666667,0.146875,-0.1375,0.08125,-0.185416667,0.078125,-0.210416667,0.021875,-0.227083333,0.028125,-0.227083333,-0.390625,-0.458333333,-0.1484375,-0.152083333,-0.1421875,-0.0708333333,-0.1078125,-0.00833333333,-0.0640625,0.03125,-0.0203125,0.0458333333,0.0390625,0.10625,0.05,0.0625
5,0.121875,0.160416667,0.190625,0.00833333333,0.19375,-0.0833333333,0.1640625,-0.154166667,0.0578125,-0.208333333,0.05,-0.233333333,-0.00625,-0.210416667,0.0015625,-0.23125,-0.390625,-0.458333333,-0.16875,-0.15,-0.1640625,-0.0625,-0.1390625,-0.00416666667,-0.090625,0.0354166667,-0.0390625,0.0354166667,0.0359375,0.14375,0.04375,0.0791666667
5,0.1390625,0.172916667,0.2140625,0.0166666667,0.215625,-0.0875,0.1734375,-0.170833333,0.0421875,-0.214583333,0.03125,-0.241666667,-0.0109375,-0.195833333,-0.0140625,-0.233333333,-0.390625,-0.458333333,-0.18125,-0.147916667,-0.1796875,-0.0625,-0.1625,-0.00625,-0.1125,0.0354166667,-0.05625,0.025,0.0296875,0.177083333,0.0359375,0.0916666667
5,0.075,0.0916666667,0.1,0.0458333333,0.1234375,-0.0229166667,0.1125,-0.075,0.0828125,-0.0895833333,0.0828125,-0.11875,0.0640625,-0.145833333,0.0578125,-0.145833333,-0.390625,-0.458333333,-0.096875,-0.09375,-0.084375,-0.03125,-0.046875,0.0375,-0.0265625,0.0729166667,0.003125,0.108333333,0.0390625,0.11875,0.05,0.102083333
5,0.1265625,0.1125,0.153125,0.05625,0.171875,-0.0291666667,0.15,-0.0895833333,0.0625,-0.13125,0.0671875,-0.166666667,-0.003125,-0.175,-0.003125,-0.179166667,-0.390625,-0.458333333,-0.1484375,-0.0958333333,-0.1375,-0.0125,-0.1015625,0.05625,-0.065625,0.0833333333,-0.00625,0.1125,0.040625,0.158333333,0.0578125,0.125
5,0.15625,0.125,0.184375,0.0645833333,0.1953125,-0.0354166667,0.16875,-0.1,0.040625,-0.152083333,0.0375,-0.183333333,-0.021875,-0.147916667,-0.021875,-0.15625,-0.390625,-0.458333333,-0.178125,-0.0833333333,-0.165625,-0.00208333333,-0.1375,0.0666666667,-0.09375,0.0854166667,-0.025,0.114583333,0.0328125,0.191666667,0.0484375,0.15
5,0.178125,0.135416667,0.20625,0.075,0.2140625,-0.0354166667,0.1796875,-0.110416667,0.0328125,-0.154166667,0.021875,-0.1875,-0.009375,-0.129166667,-0.015625,-0.139583333,-0.390625,-0.458333333,-0.2,-0.06875,-0.190625,0.00416666667,-0.1671875,0.06875,-0.11875,0.0833333333,-0.0375,0.110416667,0.025,0.216666667,0.0375,0.166666667
5,0.0875,0.0625,0.08125,0.0875,0.11875,0.025,0.103125,-0.0291666667,0.0671875,-0.04375,0.071875,-0.0729166667,0.053125,-0.0958333333,0.046875,-0.10625,-0.390625,-0.458333333,-0.08125,-0.0416666667,-0.0640625,0.0104166667,-0.0359375,0.0791666667,-0.0234375,0.120833333,0.00625,0.154166667,0.0390625,0.15625,0.0484375,0.14375
5,0.140625,0.06875,0.125,0.102083333,0.165625,0.0229166667,0.134375,-0.0375,0.0453125,-0.0729166667,0.046875,-0.108333333,-0.0109375,-0.127083333,-0.015625,-0.135416667,-0.390625,-0.458333333,-0.128125,-0.0291666667,-0.1140625,0.0416666667,-0.0859375,0.108333333,-0.0625,0.139583333,-0.003125,0.179166667,0.040625,0.19375,0.05625,0.170833333
5,0.1703125,0.075,0.153125,0.110416667,0.1859375,0.01875,0.15,-0.04375,0.0296875,-0.0895833333,0.015625,-0.11875,-0.025,-0.104166667,-0.0265625,-0.1125,-0.390625,-0.458333333,-0.1578125,-0.0166666667,-0.1453125,0.0583333333,-0.11875,0.120833333,-0.0890625,0.145833333,-0.0203125,0.19375,0.03125,0.220833333,0.046875,0.197916667
5,0.1921875,0.0833333333,0.171875,0.120833333,0.2,0.0166666667,0.1625,-0.0541666667,0.0234375,-0.09375,0.003125,-0.114583333,-0.0140625,-0.0895833333,-0.015625,-0.0979166667,-0.390625,-0.458333333,-0.184375,-0.00625,-0.1734375,0.0645833333,-0.1515625,0.125,-0.1109375,0.147916667,-0.034375,0.197916667,0.021875,0.239583333,0.034375,0.216666667
5,0.09375,0.0291666667,0.053125,0.11875,0.1046875,0.0729166667,0.08125,0.0166666667,0.04375,0.00208333333,0.0515625,-0.0291666667,0.034375,-0.0479166667,0.03125,-0.0645833333,-0.390625,-0.458333333,-0.05625,0.0145833333,-0.0375,0.0541666667,-0.021875,0.11875,-0.01875,0.164583333,0.0078125,0.189583333,0.0328125,0.183333333,0.0390625,0.175
5,0.134375,0.0270833333,0.078125,0.135416667,0.134375,0.08125,0.1,0.0229166667,0.0265625,-0.00833333333,0.028125,-0.0541666667,-0.009375,-0.06875,-0.015625,-0.0875,-0.390625,-0.458333333,-0.0890625,0.0375,-0.0765625,0.0875,-0.0578125,0.147916667,-0.05,0.1875,-0.0015625,0.227083333,0.03125,0.220833333,0.04375,0.208333333
5,0.15625,0.025,0.0953125,0.14375,0.134375,0.0770833333,0.1109375,0.0208333333,0.0203125,-0.0208333333,0.009375,-0.0645833333,-0.0203125,-0.0604166667,-0.025,-0.0770833333,-0.390625,-0.458333333,-0.1140625,0.0479166667,-0.103125,0.102083333,-0.08125,0.164583333,-0.0703125,0.2,-0.0171875,0.24375,0.0234375,0.245833333,0.0359375,0.235416667
5,0.1734375,0.0270833333,0.1078125,0.152083333,0.1296875,0.0770833333,0.1203125,0.0145833333,0.0171875,-0.025,0,-0.0583333333,-0.0140625,-0.0520833333,-0.015625,-0.0645833333,-0.390625,-0.458333333,-0.1390625,0.05625,-0.1296875,0.1125,-0.1078125,0.172916667,-0.0875,0.204166667,-0.0296875,0.245833333,0.0140625,0.258333333,0.0265625,0.252083333
5,0,0,0.396875,0.510416667,0.3703125,0.547916667,0,0,0.3859375,0.41875,0.3890625,0.4375,0,0,0.4109375,0.44375,0,0,0.415625,0.558333333,0.4296875,0.560416667,0.409375,0.577083333,0.3796875,0.541666667,0.3890625,0.547916667,0.384375,0.54375,0.3828125,0.541666667
5,0,0,0.428125,0.4875,0.3828125,0.495833333,0,0,0.371875,0.354166667,0.3828125,0.352083333,0,0,0.3875,0.36875,0,0,0.4078125,0.479166667,0.4125,0.5,0.4015625,0.514583333,0.371875,0.5,0.375,0.5125,0.3671875,0.502083333,0.36875,0.495833333
5,0,0,0.471875,0.483333333,0.4078125,0.45625,0,0,0.3875,0.285416667,0.38125,0.277083333,0,0,0.3421875,0.3,0,0,0.3640625,0.422916667,0.378125,0.45625,0.390625,0.472916667,0.3765625,0.46875,0.375,0.477083333,0.3671875,0.4625,0.3671875,0.45625
5,0,0,0.4953125,0.497916667,0.4328125,0.422916667,0,0,0.3984375,0.235416667,0.3703125,0.222916667,0,0,0.303125,0.252083333,0,0,0.31875,0.410416667,0.346875,0.435416667,0.36875,0.4625,0.3796875,0.464583333,0.3765625,0.466666667,0.375,0.441666667,0.3734375,0.433333333
5,0,0,0.4984375,0.51875,0.4484375,0.39375,0,0,0.4,0.1875,0.35,0.183333333,0,0,0.2859375,0.20625,0,0,0.2859375,0.383333333,0.321875,0.422916667,0.359375,0.479166667,0.3765625,0.46875,0.38125,0.464583333,0.3859375,0.414583333,0.38125,0.402083333
5,0,0,0.5171875,0.51875,0.4796875,0.470833333,0,0,0.4609375,0.266666667,0.4375,0.229166667,0,0,0.3484375,0.289583333,0,0,0.3453125,0.491666667,0.3875,0.516666667,0.4109375,0.54375,0.428125,0.520833333,0.4296875,0.514583333,0.4234375,0.49375,0.4234375,0.4875
5,0,0,0.54375,0.55625,0.5296875,0.472916667,0,0,0.465625,0.2,0.3953125,0.164583333,0,0,0.2703125,0.279166667,0,0,0.3125,0.483333333,0.3640625,0.502083333,0.4171875,0.560416667,0.446875,0.529166667,0.4484375,0.529166667,0.4421875,0.491666667,0.4375,0.489583333
5,0,0,0.525,0.566666667,0.5515625,0.48125,0,0,0.440625,0.1625,0.3515625,0.145833333,0,0,0.2234375,0.29375,0,0,0.3,0.470833333,0.3515625,0.49375,0.4125,0.583333333,0.44375,0.545833333,0.44375,0.547916667,0.440625,0.502083333,0.4328125,0.497916667
5,0,0,0.503125,0.5625,0.5609375,0.491666667,0,0,0.4140625,0.145833333,0.315625,0.139583333,0,0,0.184375,0.310416667,0,0,0.290625,0.458333333,0.3359375,0.483333333,0.4078125,0.610416667,0.434375,0.564583333,0.434375,0.570833333,0.4390625,0.520833333,0.428125,0.510416667
5,0,0,0.5109375,0.560416667,0.4859375,0.514583333,0,0,0.4703125,0.297916667,0.44375,0.26875,0,0,0.35625,0.33125,0,0,0.3328125,0.55625,0.390625,0.570833333,0.4234375,0.591666667,0.4328125,0.56875,0.4375,0.560416667,0.4328125,0.539583333,0.43125,0.535416667
5,0,0,0.5359375,0.595833333,0.5328125,0.51875,0,0,0.475,0.23125,0.378125,0.216666667,0,0,0.2734375,0.339583333,0,0,0.2921875,0.545833333,0.371875,0.58125,0.4203125,0.620833333,0.45,0.589583333,0.4515625,0.591666667,0.4484375,0.560416667,0.446875,0.55
5,0,0,0.5171875,0.60625,0.546875,0.529166667,0,0,0.45,0.19375,0.325,0.195833333,0,0,0.2203125,0.354166667,0,0,0.278125,0.5375,0.359375,0.591666667,0.4140625,0.645833333,0.44375,0.610416667,0.4484375,0.622916667,0.446875,0.583333333,0.4421875,0.566666667
5,0,0,0.4921875,0.604166667,0.5515625,0.539583333,0,0,0.425,0.175,0.2890625,0.189583333,0,0,0.1796875,0.370833333,0,0,0.275,0.53125,0.3484375,0.595833333,0.4078125,0.666666667,0.4328125,0.63125,0.4375,0.654166667,0.440625,0.608333333,0.4328125,0.58125
5,0,0,0.49375,0.6,0.4828125,0.558333333,0,0,0.4671875,0.339583333,0.4359375,0.320833333,0,0,0.3609375,0.383333333,0,0,0.328125,0.608333333,0.39375,0.616666667,0.425,0.627083333,0.4296875,0.608333333,0.4375,0.595833333,0.4328125,0.579166667,0.4296875,0.575
5,0,0,0.5171875,0.639583333,0.5234375,0.56875,0,0,0.46875,0.277083333,0.375,0.275,0,0,0.2859375,0.395833333,0,0,0.284375,0.6125,0.38125,0.645833333,0.4234375,0.65625,0.446875,0.6375,0.446875,0.633333333,0.4453125,0.60625,0.4453125,0.59375
5,0,0,0.5,0.654166667,0.5359375,0.579166667,0,0,0.4453125,0.239583333,0.33125,0.258333333,0,0,0.2359375,0.40625,0,0,0.278125,0.610416667,0.36875,0.666666667,0.4171875,0.68125,0.440625,0.664583333,0.4421875,0.666666667,0.440625,0.63125,0.440625,0.614583333
5,0,0,0.4796875,0.654166667,0.540625,0.5875,0,0,0.421875,0.21875,0.303125,0.252083333,0,0,0.1984375,0.41875,0,0,0.28125,0.60625,0.359375,0.679166667,0.409375,0.697916667,0.428125,0.691666667,0.43125,0.697916667,0.4328125,0.654166667,0.43125,0.629166667
5,0,0,0.46875,0.635416667,0.4734375,0.6,0,0,0.45625,0.385416667,0.4203125,0.375,0,0,0.359375,0.441666667,0,0,0.3296875,0.652083333,0.3984375,0.652083333,0.425,0.65,0.421875,0.6375,0.4296875,0.625,0.4234375,0.6125,0.421875,0.608333333
5,0,0,0.475,0.677083333,0.496875,0.616666667,0,0,0.459375,0.339583333,0.3765625,0.352083333,0,0,0.3078125,0.452083333,0,0,0.2984375,0.664583333,0.3859375,0.6875,0.425,0.68125,0.4359375,0.666666667,0.4375,0.65625,0.4328125,0.641666667,0.4359375,0.635416667
5,0,0,0.4640625,0.691666667,0.5046875,0.625,0,0,0.4453125,0.310416667,0.3421875,0.3375,0,0,0.275,0.458333333,0,0,0.296875,0.666666667,0.3765625,0.708333333,0.41875,0.704166667,0.4296875,0.689583333,0.434375,0.68125,0.428125,0.664583333,0.428125,0.658333333
5,0,0,0.4515625,0.695833333,0.50625,0.633333333,0,0,0.43125,0.295833333,0.3171875,0.33125,0,0,0.246875,0.46875,0,0,0.3,0.6625,0.365625,0.716666667,0.4109375,0.71875,0.4203125,0.710416667,0.4265625,0.70625,0.41875,0.683333333,0.415625,0.670833333
5,0,0,0.009375,-0.0354166667,-0.0140625,-0.0479166667,-0.384375,-0.4125,0.0328125,0.03125,0.0359375,0.0375,-0.384375,-0.4125,0.053125,0.1625,0.06875,0.15,0.065625,0.152083333,0.06875,0.154166667,0.0625,0.11875,0.0359375,0.129166667,0.028125,0.0979166667,0.01875,0.09375,0.021875,0.1125
5,-0.015625,-0.0708333333,-0.0171875,-0.122916667,-0.04375,-0.0958333333,-0.384375,-0.4125,0.0046875,-0.04375,0.009375,-0.0395833333,-0.384375,-0.4125,0.021875,0.0854166667,0.034375,0.0916666667,0.028125,0.0916666667,0.0359375,0.1,0.0265625,0.0791666667,0,0.1,0.003125,0.0729166667,-0.0109375,0.0583333333,-0.0078125,0.0708333333
5,-0.0046875,-0.145833333,-0.0328125,-0.185416667,-0.075,-0.1375,-0.384375,-0.4125,-0.0484375,-0.104166667,-0.0359375,-0.102083333,-0.384375,-0.4125,-0.03125,0.0520833333,-0.009375,0.0708333333,-0.015625,0.075,-0.003125,0.075,-0.0046875,0.0666666667,-0.021875,0.0833333333,-0.009375,0.06875,-0.015625,0.0395833333,-0.0140625,0.04375
5,0.0046875,-0.197916667,-0.0546875,-0.2125,-0.1015625,-0.158333333,-0.384375,-0.4125,-0.0953125,-0.135416667,-0.0796875,-0.139583333,-0.384375,-0.4125,-0.075,0.06875,-0.0390625,0.0875,-0.0421875,0.0895833333,-0.028125,0.08125,-0.0203125,0.075,-0.021875,0.075,-0.015625,0.0625,-0.0171875,0.025,-0.015625,0.0291666667
5,0.0046875,-0.245833333,-0.084375,-0.21875,-0.128125,-0.166666667,-0.384375,-0.4125,-0.1234375,-0.170833333,-0.1140625,-0.172916667,-0.384375,-0.4125,-0.1078125,0.0625,-0.0671875,0.1,-0.06875,0.0979166667,-0.0265625,0.10625,-0.0109375,0.0875,-0.003125,0.0625,-0.0046875,0.05,-0.0109375,0.00416666667,-0.009375,0.00416666667
5,0.0671875,-0.175,0.028125,-0.214583333,-0.034375,-0.195833333,-0.384375,-0.4125,-0.0484375,-0.10625,-0.0375,-0.0979166667,-0.384375,-0.4125,-0.0203125,0.147916667,0.0125,0.175,0.01875,0.170833333,0.034375,0.164583333,0.03125,0.166666667,0.021875,0.125,0.028125,0.13125,0.03125,0.0854166667,0.0359375,0.0895833333
5,0.0734375,-0.241666667,-0.0171875,-0.245833333,-0.0828125,-0.210416667,-0.384375,-0.4125,-0.1203125,-0.10625,-0.1046875,-0.0958333333,-0.384375,-0.4125,-0.053125,0.177083333,-0.0109375,0.208333333,0.0078125,0.202083333,0.0328125,0.189583333,0.0484375,0.208333333,0.0375,0.158333333,0.0453125,0.172916667,0.05,0.0854166667,0.0484375,0.09375
5,0.0421875,-0.275,-0.0671875,-0.233333333,-0.121875,-0.189583333,-0.384375,-0.4125,-0.1609375,-0.08125,-0.1484375,-0.0791666667,-0.384375,-0.4125,-0.075,0.19375,-0.021875,0.227083333,-0.00625,0.225,0.025,0.2125,0.053125,0.241666667,0.0453125,0.191666667,0.0484375,0.202083333,0.0484375,0.0895833333,0.0453125,0.104166667
5,0.0125,-0.2875,-0.1,-0.210416667,-0.15,-0.1625,-0.384375,-0.4125,-0.1859375,-0.0541666667,-0.18125,-0.0604166667,-0.384375,-0.4125,-0.09375,0.204166667,-0.028125,0.241666667,-0.0234375,0.245833333,0.0140625,0.235416667,0.053125,0.275,0.05,0.225,0.046875,0.229166667,0.0453125,0.102083333,0.0421875,0.11875
5,0.075,-0.15,0.0390625,-0.160416667,-0.009375,-0.154166667,-0.384375,-0.4125,-0.0421875,-0.0625,-0.03125,-0.05625,-0.384375,-0.4125,-0.009375,0.2125,0.0265625,0.222916667,0.028125,0.21875,0.0421875,0.2125,0.0390625,0.2,0.0375,0.152083333,0.0359375,0.158333333,0.0359375,0.127083333,0.04375,0.135416667
5,0.078125,-0.216666667,-0.01875,-0.170833333,-0.0625,-0.145833333,-0.384375,-0.4125,-0.1125,-0.05,-0.1015625,-0.0354166667,-0.384375,-0.4125,-0.0359375,0.252083333,0.0109375,0.26875,0.021875,0.26875,0.0453125,0.260416667,0.053125,0.245833333,0.0515625,0.195833333,0.0546875,0.197916667,0.0609375,0.141666667,0.0609375,0.141666667
5,0.046875,-0.252083333,-0.059375,-0.158333333,-0.1046875,-0.116666667,-0.384375,-0.4125,-0.15625,-0.0229166667,-0.146875,-0.0125,-0.384375,-0.4125,-0.0515625,0.272916667,0.0015625,0.297916667,0.0109375,0.3,0.04375,0.295833333,0.0546875,0.277083333,0.05625,0.23125,0.05625,0.23125,0.0640625,0.1625,0.059375,0.15625
5,0.0171875,-0.266666667,-0.08125,-0.141666667,-0.1328125,-0.0895833333,-0.384375,-0.4125,-0.184375,0.00625,-0.178125,0.0104166667,-0.384375,-0.4125,-0.0671875,0.285416667,-0.0046875,0.31875,-0.003125,0.327083333,0.0375,0.327083333,0.0546875,0.304166667,0.05625,0.264583333,0.053125,0.2625,0.0640625,0.185416667,0.0546875,0.177083333
5,0.075,-0.114583333,0.0390625,-0.1,0.0078125,-0.1,-0.384375,-0.4125,-0.03125,-0.0104166667,-0.0234375,-0.00625,-0.384375,-0.4125,-0.0015625,0.254166667,0.034375,0.252083333,0.03125,0.252083333,0.0453125,0.24375,0.04375,0.220833333,0.046875,0.18125,0.0390625,0.179166667,0.0328125,0.164583333,0.04375,0.175
5,0.0734375,-0.177083333,-0.003125,-0.102083333,-0.0421875,-0.0770833333,-0.384375,-0.4125,-0.0953125,0.00833333333,-0.0859375,0.0145833333,-0.384375,-0.4125,-0.0203125,0.29375,0.0203125,0.3,0.025,0.302083333,0.0453125,0.291666667,0.0546875,0.264583333,0.0578125,0.225,0.05625,0.222916667,0.0546875,0.185416667,0.059375,0.1875
5,0.040625,-0.204166667,-0.03125,-0.0895833333,-0.075,-0.0458333333,-0.384375,-0.4125,-0.1359375,0.03125,-0.1296875,0.0291666667,-0.384375,-0.4125,-0.034375,0.30625,0.0125,0.325,0.0125,0.327083333,0.0421875,0.327083333,0.0546875,0.291666667,0.059375,0.258333333,0.0578125,0.25625,0.05625,0.208333333,0.05625,0.2
5,0.0140625,-0.2125,-0.04375,-0.0729166667,-0.0953125,-0.01875,-0.384375,-0.4125,-0.1640625,0.0541666667,-0.159375,0.0479166667,-0.384375,-0.4125,-0.0484375,0.314583333,0.0046875,0.345833333,-0.0015625,0.352083333,0.0328125,0.35625,0.0515625,0.316666667,0.05625,0.2875,0.053125,0.285416667,0.05625,0.233333333,0.0515625,0.216666667
5,0.065625,-0.06875,0.0328125,-0.0395833333,0.0140625,-0.0479166667,-0.384375,-0.4125,-0.0203125,0.0458333333,-0.015625,0.0479166667,-0.384375,-0.4125,0.0046875,0.279166667,0.0375,0.26875,0.0328125,0.270833333,0.0453125,0.2625,0.046875,0.235416667,0.0515625,0.20625,0.0390625,0.197916667,0.025,0.195833333,0.0390625,0.210416667
5,0.0625,-0.114583333,0.00625,-0.03125,-0.015625,-0.025,-0.384375,-0.4125,-0.0640625,0.06875,-0.05625,0.0666666667,-0.384375,-0.4125,-0.0109375,0.316666667,0.0296875,0.3125,0.0265625,0.316666667,0.040625,0.3,0.05,0.270833333,0.05625,0.24375,0.0515625,0.233333333,0.0421875,0.222916667,0.0515625,0.225
5,0.040625,-0.135416667,-0.0109375,-0.0229166667,-0.0421875,0,-0.384375,-0.4125,-0.0921875,0.0875,-0.0859375,0.0791666667,-0.384375,-0.4125,-0.0203125,0.329166667,0.0265625,0.339583333,0.01875,0.34375,0.0375,0.33125,0.0484375,0.295833333,0.0546875,0.26875,0.0546875,0.260416667,0.04375,0.24375,0.046875,0.239583333
5,0.021875,-0.141666667,-0.01875,-0.0145833333,-0.059375,0.01875,-0.384375,-0.4125,-0.115625,0.102083333,-0.1109375,0.0895833333,-0.384375,-0.4125,-0.03125,0.333333333,0.0203125,0.360416667,0.009375,0.366666667,0.03125,0.354166667,0.04375,0.3125,0.05,0.291666667,0.053125,0.285416667,0.040625,0.266666667,0.040625,0.25625
5,0,0,0.4421875,0.529166667,0.409375,0.5375,0,0,0.4046875,0.445833333,0.3953125,0.441666667,0,0,0.3984375,0.44375,0.4203125,0.483333333,0.4171875,0.483333333,0.428125,0.53125,0.440625,0.554166667,0.428125,0.55625,0.4265625,0.554166667,0.4375,0.539583333,0.4421875,0.545833333
5,0,0,0.4796875,0.504166667,0.4171875,0.495833333,0,0,0.3875,0.3875,0.384375,0.3875,0,0,0.3609375,0.383333333,0.3734375,0.41875,0.371875,0.420833333,0.3890625,0.460416667,0.409375,0.491666667,0.4046875,0.50625,0.396875,0.502083333,0.4125,0.5,0.4125,0.497916667
5,0,0,0.5265625,0.49375,0.4421875,0.4625,0,0,0.396875,0.325,0.378125,0.333333333,0,0,0.2953125,0.36875,0.303125,0.40625,0.3015625,0.40625,0.3203125,0.441666667,0.353125,0.464583333,0.375,0.479166667,0.375,0.477083333,0.3859375,0.483333333,0.3828125,0.475
5,0,0,0.55625,0.504166667,0.465625,0.452083333,0,0,0.40625,0.279166667,0.3609375,0.3,0,0,0.2390625,0.364583333,0.246875,0.40625,0.24375,0.404166667,0.265625,0.445833333,0.3015625,0.464583333,0.3421875,0.477083333,0.359375,0.477083333,0.3671875,0.472916667,0.3640625,0.470833333
5,0,0,0.571875,0.529166667,0.4875,0.447916667,0,0,0.415625,0.24375,0.3390625,0.28125,0,0,0.2078125,0.333333333,0.209375,0.38125,0.20625,0.379166667,0.2234375,0.422916667,0.265625,0.447916667,0.3171875,0.470833333,0.3578125,0.458333333,0.35625,0.4625,0.3546875,0.45
5,0,0,0.559375,0.497916667,0.5203125,0.495833333,0,0,0.475,0.3125,0.4484375,0.316666667,0,0,0.271875,0.38125,0.296875,0.435416667,0.2984375,0.433333333,0.315625,0.5,0.365625,0.520833333,0.39375,0.53125,0.4015625,0.55,0.3984375,0.535416667,0.39375,0.5375
